Time,Distance,TargetVelocity,ActualVelocity,StateOfCharge,BatteryPower,BatteryCurrent,MotorTorque,MotorSpeed,MilesPerGallon
139,0.685761015371688,0,0.398483892519111,99.0712810893905,8.76980797384584e-108,1.20930827846649e-109,4.30851212479199e-108,38.7962395972158,501.795202663256
140,0.68586668908283,0,0.362824667200369,99.0712810893905,3.62519439217809e-112,4.99894365142951e-114,1.95606147846379e-112,35.3244710382127,501.872527795642
141,0.685962834113433,0,0.329864951079328,99.0712810893905,1.49632471085284e-116,2.06334946615118e-118,8.8805053733362e-117,32.1155256637725,501.942880460834
142,0.686050188129852,0,0.299511349740033,99.0712810893905,6.16819564179898e-121,8.5056024887593e-123,4.0317432020485e-121,29.1603106292246,502.00680043498
143,0.686129459554827,0,0.271648436736285,99.0712810893905,2.53984519517737e-125,3.50230681186102e-127,1.83040858193386e-125,26.4475880598476,502.064806095653
144,0.686201322185468,0,0.246144362437154,99.0712810893905,1.04482874235312e-129,1.44076136156635e-131,8.31004210564502e-130,23.9645211259267,502.117390483651
145,0.686266411494505,0,0.222856247732968,99.0712810893905,4.29472354068093e-134,5.92218751762792e-136,3.77275327919592e-134,21.6971991719089,502.165018596488
146,0.686325322443256,0,0.201635613386032,99.0712810893905,1.7641390787909e-138,2.43265074755397e-140,1.71282733886686e-138,19.6311663159155,502.208125788068
147,0.686378608580293,0,0.182332910800577,99.0712810893905,7.24245534091352e-143,9.98694752075597e-145,7.77622408798228e-143,17.7518625637741,502.247117109147
148,0.686426782184352,0,0.164800939902314,99.0712810893905,2.9719098126794e-147,4.09810015230349e-149,3.53040027411753e-147,16.0449565724665,502.282367411905
149,0.686470315214445,0,0.148897197821915,99.0712810893905,1.21903913269076e-151,1.68098790684361e-153,1.602799244784e-151,14.496574317056,502.314222045179
150,0.686509640851493,0,0.134485460743593,99.0712810893905,4.99875255128564e-156,6.89300479588982e-158,7.27669731365606e-156,13.0934530988606,502.342997982525
151,0.686545155442859,0,0.121436911473647,99.0712810893905,2.04923704293072e-160,2.82578515737963e-162,3.30361546942862e-160,11.823051325096,502.368985245102
152,0.686577220694896,0,0.109630887999175,99.0712810893905,8.39903899116352e-165,1.15818127528768e-166,1.49983910274324e-164,10.6736213882661,502.392448506039
153,0.686606165993004,0,0.0989552505102375,99.0712810893905,3.44184009168369e-169,4.74610815703605e-171,6.80925899195745e-169,9.63424539930071,502.413628788098
154,0.686632290759403,0,0.0893063921222121,99.0712810893905,1.41022877564751e-173,1.94462790748465e-175,3.0913987996945e-173,8.69483623147974,502.432745188937
155,0.686655866783647,0,0.0805889959390775,99.0712810893905,5.77747338317442e-178,7.9668179870405e-180,1.40349288373966e-177,7.8461138682075,502.449996586433
156,0.686677140479821,0,0.0727156646207507,99.0712810893905,2.36671175223149e-182,3.26356531779608e-184,6.37184783439307e-182,7.07956933782997,502.465563290348
157,0.686696335039115,0,0.0656065047227758,99.0712810893905,9.69436731951629e-187,1.33679992640077e-188,2.89281444138699e-186,6.38742424510575,502.479608617445
158,0.686713652458278,0,0.0591886861273181,99.0712810893905,3.97069428638267e-191,5.4753690002136e-193,1.31333572454877e-190,5.76258787757577,502.492280375775
159,0.686729275433853,0,0.0533959697232781,99.0712810893905,1.62626535613317e-195,2.24253046819298e-197,5.96253496490787e-195,5.19861122067971,502.503712250756
160,0.686743369118917,0,0.0481682087920035,99.0712810893905,6.66037389574405e-200,9.18428922711435e-202,2.70698668613189e-199,4.68963841285921,502.514025090644
161,0.686756082743552,0,0.0434508482388825,99.0712810893905,2.72766827999306e-204,3.7613045140138e-206,1.22897005418375e-203,4.23035799093712,502.523328092283
162,0.686767551103142,0,0.039194448542333,99.0712810893905,1.11705108211262e-208,1.54035199527447e-210,5.57951541401418e-208,3.81595654197282,502.531719890149
163,0.686777895920292,0,0.035354246439191,99.0712810893905,4.57451694926452e-213,6.30800723713554e-215,2.53309607904956e-212,3.44207593175949,502.539289552905
164,0.686955419823127,3.30000547008,1.94689903803953,99.0702599535723,761.767777510337,10.5352098650013,36.9959618550875,189.549346835263,502.087255661575
165,0.688070904052257,6.60001094016,6.17931405615288,99.0600934963917,2912.19692990725,40.6277936011853,46.4015160361022,601.615656666607,497.360394470898
166,0.690359876007516,9.90001641024,10.1781292408044,99.0402423202261,4042.16061820749,56.6569874983225,39.3103936390532,990.938775922382,488.653709465915
167,0.693663997194097,13.20002188032,13.5408943469205,99.015539744199,4837.78841964925,68.0307371874267,35.1040979126041,1318.3363024354,478.684136663882
168,0.697866839100355,16.5000273504,16.721659050984,98.9850616355211,6077.20949787416,85.9129764322069,35.5747714573907,1628.01433930938,467.188788046191
169,0.702960887673693,19.80003282048,19.9696384586006,98.9465671600538,7542.64244930586,107.329777034081,36.9880381463807,1944.2363740524,453.580177748102
170,0.708927622977732,22.20003679872,22.7877474361067,98.9070462562438,6096.2799954883,86.2370429469546,26.6184725993954,2218.60638788464,441.138696322773
171,0.715536771629835,24.30004027968,24.7062959234326,98.8753074067257,5447.54192213437,76.8562000195749,21.62444938753,2405.39553592931,432.790818648363
172,0.722619757519545,25.80004276608,26.1905198086272,98.8474699130582,4426.12317731836,62.1889767569959,16.683414915091,2549.89900657628,426.586003618591
173,0.730024740052988,26.40004376064,26.9351091233123,98.8302298468229,1732.76805652636,24.0808894099261,6.58359958156114,2622.39193790012,424.647019464901
174,0.737489910134563,25.70004260032,26.674309267124,98.8286666213158,-285.827904341837,-3.94011588552544,-1.04766903362893,2597.00056349942,428.454457308234
175,0.744832451559642,25.10004160576,26.1937002205759,98.8302396245837,-283.994824805499,-3.91483906120668,-1.06295198309414,2550.20865026902,433.312114303816
176,0.75204283442407,24.70004094272,25.7227422390201,98.8317986176897,-281.37515907926,-3.8787330675987,-1.07243119836584,2504.35636104058,438.10072516616
177,0.759123734023832,25.00004144,25.2640560901258,98.83326824513,-74.2804980690509,-1.02472031712893,-0.550894368652607,2459.69885275353,442.788269548216
178,0.766111005034375,25.20004177152,25.130135637631,98.8297391321112,1255.19067471979,17.4087054176753,4.71121350208574,2446.660408642,445.470705449954
179,0.773117575147622,25.40004210304,25.3456530074852,98.8211478595999,1702.34812826262,23.6551278557738,6.57303162358851,2467.64309746631,446.227256027455
180,0.780203842457705,25.80004276608,25.7149687615721,98.8099999573192,2313.12134851487,32.2237404610693,8.75836905762978,2503.59953824488,446.053796901897
181,0.787457170982153,27.20004508672,26.7372865681866,98.7873416499857,5934.64181742122,83.9360495194221,21.3423213766606,2603.13200948025,441.733076560982
182,0.795043503401352,26.5000439264,27.4310121891708,98.7710387390932,-312.526537735961,-4.30923956462512,-0.880250884098316,2670.67287100991,440.222453372374
183,0.802413386158618,24.0000397824,25.313618511426,98.7730757130782,-373.975333747646,-5.15505678371059,-1.44041037351301,2464.52423116375,445.055010194593
184,0.80927699983613,22.70003762752,24.1119500744854,98.7751399724871,-373.096611862594,-5.14289600394355,-1.51505358028248,2347.53025105269,449.631455713863
